id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,level,dormitory_type,condition_type,data_age,road,house_number,neighbourhood,address,%_above_median,price+renovation,renovation_cost,price_sales
537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,0,0,4,7,1250,0,1954,0,47.3255,-122304.0,nivel_0,apart_or_house,regular,old_house, South 308th Street,2223,Federal Way,"2223, South 308th Street, Federal Way, King County, Washington, 98003, United States",0.0,316904.00000000006,33954.00000000006,364439.60000000003
7920100045,2014-05-16,350000.0,1,1.0,700,5100,1.0,0,0,3,7,700,0,1942,0,47679.0,-122.3,nivel_1,studio,regular,old_house, 26th Avenue Northeast,6849,Ravenna,"6849, 26th Avenue Northeast, Ravenna, Seattle, King County, Washington, 98115, United States",0.0,392000.00000000006,42000.00000000006,450800.00000000006
8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,0,0,4,7,1180,0,1967,0,47.4479,-122176.0,nivel_0,apart_or_house,regular,old_house, 125th Avenue Southeast,17229,Renton,"17229, 125th Avenue Southeast, Renton, King County, Washington, 98058, United States",0.0,240800.00000000003,25800.00000000003,276920.0
8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,0,0,3,8,1620,1020,1967,0,47.3135,-122369.0,nivel_0,house,regular,old_house, Southwest 322nd Street,2719,Twin Lakes,"2719, Southwest 322nd Street, Twin Lakes, Federal Way, King County, Washington, 98023, United States",0.0,358400.00000000006,38400.00000000006,412160.00000000006
8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,47.2086,-121996.0,nivel_0,apart_or_house,regular,old_house, Lafromboise Street,1857,Enumclaw,"1857, Lafromboise Street, Enumclaw, King County, Washington, 98022, United States",0.0,276640.0,29640.0,318136.0
1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,0,0,4,8,1760,0,1968,0,47.4715,-122118.0,nivel_0,house,regular,old_house, 166th Place Southeast,14538,Renton,"14538, 166th Place Southeast, Renton, King County, Washington, 98059, United States",0.0,358400.00000000006,38400.00000000006,412160.00000000006
84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,0,0,3,7,1030,1030,1962,0,47.4877,-122335.0,nivel_0,house,regular,old_house, Southwest 129th Street,105,Burien,"105, Southwest 129th Street, Burien, King County, Washington, 98146, United States",0.0,285600.0,30600.0,328440.0
3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,0,0,3,7,1780,0,1962,0,47.7171,-122193.0,nivel_1,apart_or_house,regular,old_house, 111th Avenue Northeast,13024,Juanita,"13024, 111th Avenue Northeast, Juanita, Kirkland, King County, Washington, 98034, United States",0.0,490560.00000000006,52560.00000000006,564144.0
3574800520,2014-06-20,441000.0,3,2.75,1910,7280,1.0,0,0,3,7,1160,750,1979,0,47.7319,-122224.0,nivel_1,apart_or_house,regular,old_house, 88th Avenue Northeast,14413,Kirkland,"14413, 88th Avenue Northeast, Kirkland, King County, Washington, 98034, United States",0.0,493920.00000000006,52920.00000000006,568008.0
2617300160,2014-08-12,420000.0,3,2.0,2020,38332,1.0,0,0,4,7,1010,1010,1975,0,47.4582,-122023.0,nivel_1,apart_or_house,regular,old_house, 239th Avenue Southeast,16037,Four Lakes,"16037, 239th Avenue Southeast, Four Lakes, Issaquah, King County, Washington, 98027, United States",0.0,470400.00000000006,50400.00000000006,540960.0
